comment_v1,comment_v2,type,sentiment
যদি আমি এর কাছে থাকতাম সবকটা বোম তুলে নিয়ে চলে আসতাম,থাকতাম সবক বোম আসতাম,0,0
love you guru,love guru,0,2
hola,hola,1,1
আমি তো মরে গেছি সেই আর ৫ বছর আগে,মরে গেছি,0,0
পুরুষ হলো খেজুর গাছের পাতার মতো মারা যাবে কিন্তু ঝরে যাবে না,পুরুষ খেজুর গাছ পাতা মার ঝরে না,2,1
india loves coldplay,india love coldplay,2,2
awsome chelo,awsom chelo,2,2
গানটা শুনলেই শৈশবের কথা মনে পড়ে আহারে শৈশব যদি আবার যেতে পারতাম,গান শুনলে শৈশব কথা পড়ে আহারে শৈশব পারতাম,0,2
এই গানের লিরিক এবং সাইফ জোহান ভাইয়ের সুর হৃদয় চুয়ে যায়,গান লিরিক সাইফ জোহান ভাইয় সুর হৃদয় চুয় যায়,0,2
dada come back,dada come back,0,0
bhai giri nandini na bhalgarri nandini,bhai giri nandini na bhalgarri nandini,0,2
mind blowing dada,mind blow dada,2,2
tik bulaso mama,tik bulaso mama,0,1
vai osthir hoysanice,vai osthir hoysanic,2,2
any body here august2025,bodi august,4,1
love5,love,0,2
koti poti cng chalok ai kotha ta ato bar bolay video ta onek birokto laglo,koti poti cng chalok ai kotha ta ato bar bolay video ta onek birokto laglo,2,2
বাই rost ছেরে চশমা কালেকশন কর,বাই rost ছার চশমা কালেকশন কর,1,1
শৈশব নিয়ে ভিন্ন ধরণের একটি গান banan,শৈশব ধরণ গান banan,2,1
ছোট্ট বেলার স্মৃতি গুলো মনে পড়লো অনেক কষ্ট হয়,ছোট্ট বেল স্মৃতি গুলো পড়লো কষ্ট,0,0
amadar madhyamik exam ar 1 month baki accha,amadar madhyamik exam ar month baki accha,1,1
এইটা কি ফাইজলামি করার বেপার ছিলshame on you guys,এই ফাইজলামি বেপ ছিলshame guy,0,0
সময়ের সাথে সব কিছুই বদলে যাচ্ছে ইশ কি সময় টায় না পার39করতাম একসময়,সময় সাথে ইশ সময় টায় না পারকরতাম একসময়,0,0
besi hasteo voy lage tomar video dekhe ato haschi kopal e dukho ache,besi hasteo voy lage tomar video dekh ato haschi kopal e dukho ach,0,0
সজিব ভাই এইসব আইডিয়া আসে কার মাথায় পুরাই জোশআর ভাই আপনারা দেখি গাড়িঘোড়া নিয়ে বেশি গবেষণা করেন নেক্সট ভিডিও কি তাহলে রিকশা নিয়া করবেন,সজিব ভাই এইসব আইডিয়া কার মাথায় পুরা জোশআর ভাই আপনা দেখি গাড়িঘোড়া গবেষণা নেক্সট ভিডি রিকশা নিয়া,0,2
আমার তো14তেঐসেষ,তোতেঐসেষ,1,1
খুব মনেপড়ে শৈশবের কথা গান টা শুনলে,মনেপড়ে শৈশব কথা গান শুনলে,0,2
onuman honuman ta ami,onuman honuman ta ami,0,1
love azerbaijan from baku,love azerbaijan baku,0,2
oh you are or our coolboys,oh coolboy,0,2
আহারে আহারে কোথায় গেলো সে স্কুল জীবন আহারে আহারে কোথায় গেলি বন্ধু তরা সব,আহারে আহারে গেলো স্কুল জীবন আহারে আহারে গেলি বন্ধু তর,0,0
খুব ভালো লাগলো এগিয়ে যানআমরা আপনার পাশে আছিআশা করি আপনি আমাদের পাশে থাকবেন,ভালো লাগলো এগা যানআম আছিআশা,0,2
hayre rojadar manus,hayr rojadar manu,1,1
primary school a jete chai sei boyos ta abar a word to describe something positive petam,primari school jete chai sei boyo ta abar word describ someth posit petam,2,2
some great vibes that this music is bringing,great vibe music bring,2,2
এখন ২৫ লাগে না ভাই ২০২১ এই মরে যায়,লাগে না ভাই মরে যায়,2,0
excelente,excelent,2,2
here after the cheating couple got exposed,cheat coupl got expos,0,0
since 2016 on playlist top,sinc playlist top,1,1
oo,oo,0,1
sep 19 2025,sep,1,1
allhumdulillah ajke 17 september samsung galaxy s24 ultra kinlm sobai dowa korrien amader jonno,allhumdulillah ajk septemb samsung galaxi s ultra kinlm sobai dowa korrien amad jonno,0,2
joss joss,joss joss,0,2
i love the ajaira limited please keep it up,love ajaira limit pleas keep,2,2
significant other do i,signific,1,1
শৈশবের কথা গুলো মনে পড়লে খুব আফসোস লাগে,শৈশব কথা গুলো পড়লে আফসোস লাগে,0,0
গানটা শুনলে ভালো লাগে না শুধু কান্না আসে,গান শুনলে ভালো লাগে না কান্না,0,0
bah ato guli god ader name nite nite xm shes,bah ato guli god ader name nite nite xm she,0,0
দাদা কি আর বলবো হাসতে হাসতে তো লুঙ্গি খুলে যায়,দাদা বলবো হাস হাস লুঙ্গি খুলে যায়,0,2
খুব পছন্দের একটা গান,পছন্ এক গান,2,2
who are here after the ceo incident,ceo incid,4,1
good studant,good studant,1,1
son of a btch theke jai shree ram ta sei chilo,son btch theke jai shree ram ta sei chilo,0,0
যদিও অনেক দেরিতে শুনতেছি গানটা তবে বলতেই হয় এভাবেই চলছে জীবন,দেরি শুনতে গান বলতে এভাবে চল জীবন,0,1
আমার অজান্তেই আমি আমার নিজের ক্ষতকে সারতে দিতে পারি নি তাই আজীবনই সেই ক্ষত নিয়েই বাস্তবতার মুখোশ পরে বন্দি আত্মার সাথে বেচে থাকা যতবার কেউ এই কমেন্টটা পড়বে ততবারই গানটাকে হৃদস্পন্দন দিয়ে জাগিয়ে রাখব,অজান্তে ক্ষত সার নি আজীবন ক্ষত নিয়ে বাস্তবত মুখোশ বন্দি আত্ম সাথে বাচ যতব কমেন্টটা পড়বে ততব গান হৃদস্পন্দন জাগা রাখব,0,0
mw bruhh,mw bruhh,0,1
bangla youtube comunity te tor moto keou nei are or our kono din hoteou parbe naa,bangla youtub comun te tor moto keou nei kono din hoteou parb naa,0,0
গানটা যেনো জীবনের সাথে মিলে গেলোআসলেই মরে গেছি বহুকাল আগে,গান যেনো জীবন সাথে মিলে গেলোআসলে মরে গেছি বহুকাল,0,2
আমার বর্তমানে এই গানের মতো জীবন,বর্তমানে গান জীবন,0,1
dada prank call please,dada prank call pleas,4,1
ফালতু ভিডিও আপলোড,ফালতু ভিডি আপলোড,2,0
shayi xoos,shayi xoo,0,1
সব কিছুর বিনিময়ে যদি ফিরে পেতাম সেই শৈশবে কাটানো সময় গুলো সময়ের সাথে সাথে কত কাছের মানুষ গুলো হারিয়ে গেলো,কিছুর বিনিময় পেতাম শৈশবে কাটানো সময় গুলো সময় সাথে সাথে কাছ গুলো হারা গেলো,0,0
love from bangladesh bhai darun content,love bangladesh bhai darun content,0,2
ami korbo eii challenge,ami korbo eii challeng,1,1
আমার বয়স বর্তমান ২৩ কিন্তু মনে হচ্ছ ২৫ হয়ে গেছে,বয়স হচ্,1,1
biya korsa,biya korsa,4,1
দাদা আমি প্রায় তোমার মতো সবগুলো ই ছিলাম কিন্তু অভিনেতা টা বেশি,দাদা সব ছিল অভিনেতা,2,2
vibe 2012,vibe,1,1
chehara sundor massallah asole gorib kamla dei stylish manush ami boroloki chinta,chehara sundor massallah asol gorib kamla dei stylish manush ami boroloki chinta,0,0
vaire tore kemne bojamokotota kostolagse ai gan sone,vair tore kemn bojamokotota kostolags ai gan sone,0,0
গানটা শুনতে শুনতে চোখ দিয়ে এমনি এমনি পানি বের হয়ে গেছে,গান শুন শুন চোখ পানি,0,0
respect to the guys who respected india,respect guy respect india,0,2
এখন কি আগের ভিডিও দিলে হবে রোজা রাখার জন্য নতুন ভিডিও দাও,আগ ভিডি দিলে রোজা রাখা ভিডি দাও,4,1
